Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Johnsons Of Whixley Limited,"1,282.50",24/03/2023,31048585,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Johnsons Of Whixley Limited,"6,028.15",31/03/2023,31048774,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Johnsons Of Whixley Limited,693,31/03/2023,31049745,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Pinnacle Power Limited,"3,732.54",16/03/2023,31037309,Energy Systems O&M,HN Operations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Pinnacle Power Limited,"4,234.85",17/03/2023,31048065,Energy Systems O&M,HN Operations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Pinnacle Power Limited,945.36,17/03/2023,31048066,Energy Systems O&M,HN Operations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Pinnacle Power Limited,452,17/03/2023,31048069,Energy Systems O&M,HN Operations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vivedia Ltd,"1,540.00",08/03/2023,31040993,Services - Fees and Charges,Canford Crematorium
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vivedia Ltd,"2,781.00",08/03/2023,31040994,Services - Fees and Charges,South Bristol Crematorium
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Oxygen Finance Ltd,"5,000.00",07/03/2023,31046141,Services - Consultants,Supplier Incentive Scheme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amazon Web Services t/a Amazon Web SVS EMEA SARL,"5,432.30",03/03/2023,31043910,Computing - Purchase of Hardware,Digital Delivery
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amazon Web Services t/a Amazon Web SVS EMEA SARL,"11,733.67",03/03/2023,31043913,Computing - Purchase of Hardware,Digital Delivery
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amazon Web Services t/a Amazon Web SVS EMEA SARL,"5,118.39",31/03/2023,31045721,Computing - Purchase of Hardware,Digital Delivery
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amazon Web Services t/a Amazon Web SVS EMEA SARL,"6,207.83",16/03/2023,31047966,Computing - Purchase of Hardware,Digital Delivery
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amazon Web Services t/a Amazon Web SVS EMEA SARL,"10,956.99",31/03/2023,31048798,Computing - Purchase of Hardware,Digital Delivery
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,A Perry Limited,"1,941.60",31/03/2023,31047757,Materials,Nurseries
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,"Department for Business, Energy & Industrial Strategy","374,642.00",08/03/2023,93006492,NNDR COVID-19 relief,Collection Fund
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,"Department for Business, Energy & Industrial Strategy","241,489.44",22/03/2023,93038184,Government Grants,Capital - Green Homes Grant (BEIS)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Prospero Group Ltd,"15,223.28",02/03/2023,31038245,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Prospero Group Ltd,"19,506.25",03/03/2023,31038246,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Prospero Group Ltd,"19,352.55",16/03/2023,31042660,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Prospero Group Ltd,"19,965.12",17/03/2023,31046154,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Prospero Group Ltd,"19,464.75",29/03/2023,31048595,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Leafield Environmental Ltd,"3,546.00",17/03/2023,31038951,New Construction,Capital - Active Travel Fund (Mass Transit Development)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Capstone Foster Care (North) Ltd,"6,842.01",02/03/2023,31040495,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Capstone Foster Care (North) Ltd,"6,179.88",30/03/2023,31047462,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Q-Bot Limited,"4,360.00",08/03/2023,31043349,"Conversion, Renovation & Improvement",Capital - Green Homes Grant (BEIS)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Connect Fostering Services Ltd,"3,700.00",17/03/2023,31041743,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Precisely Software Limited,"3,425.80",31/03/2023,31050236,Computing - Repair and Maint,"Applications S&M, Licensing"
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Get Ahead Physiotherapy Ltd,681.67,08/03/2023,31041707,Services - Fees and Charges,HNB: SEN Assessment & Therapy
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,118.25,03/03/2023,31040627,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,"2,013.70",03/03/2023,31040627,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,207.93,03/03/2023,31040628,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,"3,734.57",03/03/2023,31040628,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,31.48,03/03/2023,31040629,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,525.77,03/03/2023,31040629,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,437.19,03/03/2023,31040630,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,32.44,03/03/2023,31040630,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,435.32,03/03/2023,31040631,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,24.9,03/03/2023,31040631,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,615.42,03/03/2023,31040632,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,29.43,03/03/2023,31040632,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,569.43,03/03/2023,31040633,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,25.67,03/03/2023,31040633,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,38.34,03/03/2023,31040634,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,582.01,03/03/2023,31040634,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,"1,063.47",03/03/2023,31040635,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,53.85,03/03/2023,31040635,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,236.11,17/03/2023,31045963,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,"4,228.61",17/03/2023,31045963,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,"4,228.61",31/03/2023,31053336,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tuskerdirect Limited,236.11,31/03/2023,31053336,Lease Cars - Lease Charges,Green Car Salary Sacrifice
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Family First Fostering Ltd,"3,660.00",16/03/2023,31045705,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,"3,000.00",22/03/2023,93038235,TPP - Payments to voluntary groups,Test & Trace Service Support Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lika Family Fostering Ltd,"5,978.66",02/03/2023,31039902,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lika Family Fostering Ltd,"5,400.08",30/03/2023,31047125,TPP - Placement Foster Care Agency,Independent Fostering Agencies
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Salutem Shared Services Limited / Pathways Care Group Limited,"20,400.00",17/03/2023,31045914,TPP - Placement Residential,Out Of Authority - Placements
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"3,185.91",02/03/2023,31033939,TPP - Other,Safer Street Fund
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,764.92,02/03/2023,31040356,TPP - Other,Highways Operations: HEAT
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"6,590.87",02/03/2023,31040357,New Construction,Capital - Street Light Column Replacement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"21,471.78",02/03/2023,31040359,TPP - Other,Highways Operations: HEAT
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"6,590.87",02/03/2023,31040362,New Construction,Capital - Street Light Column Replacement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"5,128.29",02/03/2023,31040364,TPP - Other,Highways Operations: HEAT
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"11,689.64",07/03/2023,31042252,New Construction,Capital - Street Light Column Replacement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"11,155.03",07/03/2023,31042253,TPP - Other,Rechargeable Works - Signals & Lighting
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"1,634.84",07/03/2023,31043373,New Construction,Capital ? PL10B Lighting LED Replacement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"9,812.00",09/03/2023,31043388,TPP - Other,Highways Operations: HEAT
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"2,527.31",20/03/2023,31044640,New Construction,Capital - Street Light Column Replacement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"9,388.35",13/03/2023,31044744,New Construction,Capital - Bridges & Structures Asset Mtce
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"49,696.62",21/03/2023,31044745,New Construction,Capital - Bus Shelter Replacement Project
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,645,21/03/2023,31044746,R&M - Departmental response (external),Parking - College Street
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,810.78,24/03/2023,31046223,External Professional Fees,Capital - Bedminster Green Regeneration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Centregreat Limited,"14,550.00",23/03/2023,31046225,New Construction,Capital ? PL10B Lighting LED Replacement Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acuity Research Practice Limited,"1,790.50",10/03/2023,31042436,Services - Supplies and Services to service users,SP&G Overheads - Net Expenditure
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acuity Research Practice Limited,"1,741.00",10/03/2023,31042437,Services - Supplies and Services to service users,SP&G Overheads - Net Expenditure
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acuity Research Practice Limited,658.8,10/03/2023,31042438,Services - Supplies and Services to service users,SP&G Overheads - Net Expenditure
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Acuity Research Practice Limited,"5,489.20",23/03/2023,31049848,Services - Supplies and Services to service users,SP&G Overheads - Net Expenditure
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vistry Homes Limited t/a Vistry Partnerships West Limited,"62,681.40",16/03/2023,31044704,New Construction,Capital - New Build  / Land Enabling Works
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Alpacas Peopleton Brook Farm t/a Peopleton Farm,"10,670.00",03/03/2023,31040662,Services - Fees and Charges,HNB: Direct Payments
